split,seed,episode_id,intent,morphology,arm_length,shoulder_width,handedness,camera_scale,style_speed,curvature,hesitation,occlusion,noise,object_class,contact_time
morphology_shift,3,22,place,shift,1.35551,0.54965,1,1.29059,0.96447,0.17988,0.04839,0.04794,0.01115,block_to_bin,0.47922
morphology_shift,3,23,handoff,shift,1.38489,0.29596,-1,1.29932,0.99052,0.11654,0.03302,0.03023,0.00942,part_handoff,0.42627
morphology_shift,3,24,push,shift,1.23555,0.30788,1,1.31910,0.96688,0.21658,0.03067,0.05823,0.01007,sliding_box,0.47877
morphology_shift,3,25,pull,shift,1.31249,0.54938,1,0.81641,0.99722,0.23647,0.04326,0.05020,0.00918,tethered_box,0.43158
morphology_shift,3,26,rotate,shift,0.71032,0.30388,-1,1.22713,0.86315,0.17494,0.05400,0.00699,0.00860,jar_lid,0.52276
morphology_shift,3,27,lift,shift,0.79719,0.31915,-1,1.29316,0.84838,0.16037,0.01726,0.00001,0.01098,mug,0.51379
morphology_shift,3,28,place,shift,0.75511,0.53932,1,1.29927,0.92607,0.15369,0.04145,0.03267,0.00529,block_to_bin,0.47244
morphology_shift,3,29,handoff,shift,1.38225,0.30076,1,0.70402,0.95503,0.14853,0.07188,0.00318,0.01031,tool_handoff,0.47460
morphology_shift,3,30,push,shift,0.72246,0.27113,-1,1.32963,0.80287,0.14260,0.01581,0.03530,0.00958,cart,0.55471
morphology_shift,3,31,pull,shift,1.32610,0.32606,-1,0.72029,1.01484,0.20021,0.04251,0.05189,0.00724,sliding_tray,0.44569
morphology_shift,3,32,rotate,shift,0.71469,0.29976,-1,0.75439,1.06301,0.18639,0.07675,0.01129,0.00833,knob,0.43043
morphology_shift,3,33,lift,shift,1.27778,0.30629,-1,1.29660,1.08002,0.17568,0.02112,0.05084,0.00487,mug,0.38856
morphology_shift,3,34,place,shift,0.78420,0.51389,-1,0.71112,1.11327,0.17106,0.05822,0.05809,0.01145,peg_to_slot,0.39079
morphology_shift,3,35,handoff,shift,1.29631,0.53952,1,1.26382,1.17455,0.22099,0.03324,0.00300,0.00606,tool_handoff,0.40015
morphology_shift,3,36,push,shift,1.26122,0.27819,1,0.76543,0.94091,0.13403,0.04133,0.05898,0.00702,sliding_box,0.49130
morphology_shift,3,37,pull,shift,0.71708,0.29135,1,0.75419,0.91618,0.13824,0.01959,0.05011,0.01140,tethered_box,0.46484
morphology_shift,3,38,rotate,shift,0.75371,0.29692,-1,1.24342,0.86591,0.17836,0.02835,0.02851,0.00890,valve,0.51471
morphology_shift,3,39,lift,shift,0.66540,0.30867,-1,1.29356,0.95283,0.11362,0.04200,0.03376,0.00867,tool,0.47428
morphology_shift,3,40,place,shift,1.26665,0.30372,1,0.74762,1.06576,0.16137,0.07699,0.00238,0.00533,block_to_bin,0.43392
morphology_shift,3,41,handoff,shift,1.44254,0.51625,-1,0.69994,0.97239,0.13643,0.05740,0.00844,0.01086,tool_handoff,0.49331
object_affordance_ambiguity,3,0,push,seen,1.02660,0.43882,-1,0.95269,0.93883,0.13197,0.03674,0.04639,0.01045,sliding_box,0.47468
object_affordance_ambiguity,3,1,pull,seen,1.02659,0.38578,1,0.91520,1.02480,0.22008,0.06039,0.04229,0.00963,sliding_box,0.43563
object_affordance_ambiguity,3,2,rotate,seen,1.02067,0.42850,1,0.99148,0.97944,0.22818,0.07195,0.02774,0.00418,round_handle,0.47823
object_affordance_ambiguity,3,3,lift,seen,1.00102,0.41434,-1,0.99293,0.93713,0.16200,0.01017,0.02223,0.01132,round_handle,0.48514
object_affordance_ambiguity,3,4,place,seen,0.97225,0.38432,-1,1.03879,1.04283,0.15471,0.02008,0.00857,0.00454,small_cup,0.43294
object_affordance_ambiguity,3,5,handoff,seen,1.11235,0.35887,-1,1.00376,1.07153,0.14248,0.02279,0.04302,0.00777,small_cup,0.39228
object_affordance_ambiguity,3,6,push,seen,1.01812,0.42640,-1,1.01836,1.04676,0.14225,0.04546,0.01537,0.00548,sliding_box,0.43313
object_affordance_ambiguity,3,7,pull,seen,0.94652,0.36832,1,0.98471,0.93040,0.13461,0.05851,0.01145,0.00580,sliding_box,0.48189
object_affordance_ambiguity,3,8,rotate,seen,0.94291,0.40383,-1,0.99950,0.98797,0.18887,0.03539,0.02077,0.00475,round_handle,0.42957
object_affordance_ambiguity,3,9,lift,seen,0.99051,0.39596,1,0.98534,0.93301,0.14600,0.01757,0.01355,0.00940,round_handle,0.48846
object_affordance_ambiguity,3,10,place,seen,1.03003,0.39259,-1,0.99361,1.02108,0.19534,0.00267,0.03906,0.00574,small_cup,0.42555
object_affordance_ambiguity,3,11,handoff,seen,1.03634,0.39884,1,0.93761,1.10860,0.23815,0.06079,0.02801,0.00549,small_cup,0.38863
object_affordance_ambiguity,3,12,push,seen,0.96772,0.43902,-1,0.99470,1.02260,0.19986,0.06661,0.05896,0.00745,sliding_box,0.43914
object_affordance_ambiguity,3,13,pull,seen,1.04349,0.41944,-1,0.99811,0.98802,0.20925,0.02137,0.01135,0.00498,sliding_box,0.43562
object_affordance_ambiguity,3,14,rotate,seen,1.02704,0.37720,1,1.06317,1.00907,0.24103,0.06557,0.03234,0.00555,round_handle,0.42227
object_affordance_ambiguity,3,15,lift,seen,0.97737,0.37985,1,0.99801,0.96250,0.12510,0.05986,0.04771,0.00488,round_handle,0.47788
object_affordance_ambiguity,3,16,place,seen,0.96349,0.40764,-1,1.00692,1.12030,0.23088,0.02856,0.05744,0.00812,small_cup,0.38910
object_affordance_ambiguity,3,17,handoff,seen,0.87363,0.39155,1,0.99211,1.04769,0.13106,0.06365,0.01702,0.00633,small_cup,0.43920
object_affordance_ambiguity,3,18,push,seen,1.04869,0.38324,1,1.00612,1.00343,0.19007,0.02524,0.02222,0.00447,sliding_box,0.42817
object_affordance_ambiguity,3,19,pull,seen,1.05795,0.38349,-1,0.92940,0.86120,0.12982,0.03703,0.04158,0.00939,sliding_box,0.51029
object_affordance_ambiguity,3,20,rotate,seen,1.00431,0.40714,-1,1.03120,0.99825,0.18079,0.05444,0.00058,0.01039,round_handle,0.42551
object_affordance_ambiguity,3,21,lift,seen,1.05683,0.36657,-1,0.94640,1.00241,0.15035,0.05252,0.01050,0.00586,round_handle,0.43166
object_affordance_ambiguity,3,22,place,seen,0.97990,0.37094,1,1.01203,1.00975,0.16900,0.07557,0.01720,0.01040,small_cup,0.41769
object_affordance_ambiguity,3,23,handoff,seen,1.01191,0.42327,-1,1.01934,1.02942,0.10138,0.06822,0.01635,0.01130,small_cup,0.41222
object_affordance_ambiguity,3,24,push,seen,1.03670,0.40026,-1,1.00556,1.04999,0.27511,0.01378,0.02047,0.00428,sliding_box,0.43558
object_affordance_ambiguity,3,25,pull,seen,0.93326,0.39854,1,0.98995,1.09238,0.22497,0.04201,0.04204,0.00933,sliding_box,0.37835
object_affordance_ambiguity,3,26,rotate,seen,1.04021,0.37737,1,1.02285,0.97795,0.17674,0.03873,0.00470,0.00566,round_handle,0.43452
object_affordance_ambiguity,3,27,lift,seen,0.97053,0.41342,1,0.99852,0.92416,0.17660,0.07519,0.04724,0.00992,round_handle,0.46573
object_affordance_ambiguity,3,28,place,seen,0.93380,0.42345,1,0.97704,1.03200,0.22506,0.04468,0.05734,0.00783,small_cup,0.43141
object_affordance_ambiguity,3,29,handoff,seen,1.03288,0.44533,-1,0.97778,1.04513,0.22017,0.06516,0.03224,0.01171,small_cup,0.42491
object_affordance_ambiguity,3,30,push,seen,1.00549,0.38520,-1,0.95260,1.06699,0.17106,0.02925,0.00576,0.00617,sliding_box,0.44290
object_affordance_ambiguity,3,31,pull,seen,1.02942,0.41417,1,1.00888,0.98902,0.28840,0.02762,0.02816,0.00678,sliding_box,0.44420
object_affordance_ambiguity,3,32,rotate,seen,1.01992,0.45082,-1,1.00551,0.98425,0.16526,0.02554,0.05473,0.00925,round_handle,0.42184
object_affordance_ambiguity,3,33,lift,seen,1.02441,0.40715,-1,1.03819,0.96288,0.30486,0.07369,0.02058,0.00844,round_handle,0.47483
object_affordance_ambiguity,3,34,place,seen,0.95573,0.44117,-1,1.03247,0.93372,0.15093,0.03190,0.04038,0.00773,small_cup,0.48026
object_affordance_ambiguity,3,35,handoff,seen,1.05344,0.40098,1,0.97998,0.99233,0.21927,0.06000,0.04064,0.00509,small_cup,0.42920
object_affordance_ambiguity,3,36,push,seen,0.97583,0.40338,-1,1.00214,0.97924,0.15432,0.03238,0.04008,0.00549,sliding_box,0.43541
object_affordance_ambiguity,3,37,pull,seen,0.96248,0.41690,-1,1.02822,1.00049,0.09929,0.00498,0.05632,0.00924,sliding_box,0.41739
object_affordance_ambiguity,3,38,rotate,seen,0.95189,0.46494,1,0.99043,1.05793,0.11509,0.06872,0.00314,0.00581,round_handle,0.44290
object_affordance_ambiguity,3,39,lift,seen,1.08097,0.39912,1,1.02427,1.01398,0.21288,0.07187,0.05716,0.01083,round_handle,0.44580
object_affordance_ambiguity,3,40,place,seen,1.04945,0.42662,-1,0.97312,1.08097,0.17193,0.05395,0.02460,0.00679,small_cup,0.37888
object_affordance_ambiguity,3,41,handoff,seen,1.07374,0.36806,-1,0.99057,1.07184,0.18806,0.03014,0.01803,0.00959,small_cup,0.39651
combined_hard_shift,3,0,push,shift,0.74412,0.28271,-1,1.43829,1.62334,0.54620,0.18552,0.31354,0.03134,sliding_box,0.29167
combined_hard_shift,3,1,pull,shift,0.69358,0.58520,-1,0.68010,0.54643,0.50281,0.23805,0.23718,0.03470,sliding_box,0.67389
combined_hard_shift,3,2,rotate,shift,1.41312,0.56940,1,1.32678,0.45313,0.46665,0.22988,0.17211,0.03684,round_handle,0.74431
combined_hard_shift,3,3,lift,shift,0.71133,0.60431,1,0.69177,1.60352,0.69876,0.15007,0.19446,0.02043,round_handle,0.30465
combined_hard_shift,3,4,place,shift,0.65838,0.27285,1,0.66845,1.74772,0.36578,0.17225,0.23307,0.01823,small_cup,0.30147
combined_hard_shift,3,5,handoff,shift,1.43552,0.27688,1,1.33499,0.46645,0.20162,0.21302,0.26816,0.03240,small_cup,0.69217
combined_hard_shift,3,6,push,shift,0.68354,0.24386,-1,0.66691,0.53304,0.24573,0.14933,0.28305,0.02654,sliding_box,0.67488
combined_hard_shift,3,7,pull,shift,0.65677,0.62432,-1,1.37308,1.65284,0.56340,0.18217,0.21241,0.03643,sliding_box,0.32156
combined_hard_shift,3,8,rotate,shift,0.69842,0.26529,1,1.36130,1.78035,0.48795,0.16510,0.16142,0.02602,round_handle,0.28265
combined_hard_shift,3,9,lift,shift,1.41069,0.23566,-1,0.72385,1.72537,0.35925,0.14016,0.12804,0.02989,round_handle,0.31259
combined_hard_shift,3,10,place,shift,1.37017,0.25040,1,1.37996,1.62190,0.36722,0.20557,0.22740,0.02001,small_cup,0.28617
combined_hard_shift,3,11,handoff,shift,0.74342,0.25970,-1,0.71202,0.53375,0.65492,0.20072,0.31750,0.03773,small_cup,0.61976
combined_hard_shift,3,12,push,shift,0.69535,0.57815,-1,0.65163,0.42485,0.40419,0.13771,0.23292,0.01874,sliding_box,0.68257
combined_hard_shift,3,13,pull,shift,1.37475,0.24011,1,0.67018,0.58196,0.67278,0.22308,0.31374,0.01824,sliding_box,0.67633
combined_hard_shift,3,14,rotate,shift,1.35071,0.24729,1,0.65356,0.46287,0.54672,0.13746,0.22493,0.03994,round_handle,0.73452
combined_hard_shift,3,15,lift,shift,0.69490,0.62175,-1,0.74748,1.63033,0.54605,0.27756,0.26689,0.03514,round_handle,0.27845
combined_hard_shift,3,16,place,shift,1.43440,0.30001,1,1.32762,0.43958,0.41811,0.20285,0.15707,0.03964,small_cup,0.71372
combined_hard_shift,3,17,handoff,shift,1.41558,0.24795,-1,0.70167,0.41865,0.60116,0.21112,0.16905,0.02531,small_cup,0.72591
combined_hard_shift,3,18,push,shift,0.79541,0.57541,1,1.31757,1.68336,0.70883,0.17740,0.23799,0.02567,sliding_box,0.35790
combined_hard_shift,3,19,pull,shift,0.66070,0.55697,1,0.68506,0.54377,0.48653,0.17478,0.12084,0.03354,sliding_box,0.70399
combined_hard_shift,3,20,rotate,shift,0.72231,0.53633,-1,0.70167,0.40552,0.29866,0.10446,0.20688,0.02770,round_handle,0.71747
combined_hard_shift,3,21,lift,shift,1.36480,0.59365,-1,1.35823,1.65262,0.48203,0.11649,0.17733,0.02123,round_handle,0.27378
combined_hard_shift,3,22,place,shift,1.33388,0.60254,-1,1.34215,1.69809,0.43059,0.26444,0.23324,0.02899,small_cup,0.29399
combined_hard_shift,3,23,handoff,shift,0.69082,0.29231,-1,1.35816,1.71008,0.56129,0.22670,0.22262,0.01925,small_cup,0.29272
combined_hard_shift,3,24,push,shift,0.72410,0.27057,1,0.72603,0.49725,0.50747,0.21075,0.20068,0.02479,sliding_box,0.70709
combined_hard_shift,3,25,pull,shift,1.34781,0.54783,1,1.35323,0.65950,0.49473,0.21084,0.26881,0.01840,sliding_box,0.69430
combined_hard_shift,3,26,rotate,shift,0.65214,0.56183,1,0.69551,0.55036,0.54058,0.25509,0.24499,0.03953,round_handle,0.73264
combined_hard_shift,3,27,lift,shift,0.65362,0.56261,-1,0.71402,1.87473,0.45233,0.15613,0.19903,0.02423,round_handle,0.33258
combined_hard_shift,3,28,place,shift,0.64183,0.58130,1,0.68820,0.60297,0.48686,0.20536,0.29452,0.03198,small_cup,0.71131
combined_hard_shift,3,29,handoff,shift,1.36356,0.60251,1,0.74877,1.68526,0.52055,0.14008,0.29330,0.03372,small_cup,0.28224
combined_hard_shift,3,30,push,shift,0.72904,0.28542,1,0.71718,1.73812,0.33390,0.16303,0.22828,0.02683,sliding_box,0.31984
combined_hard_shift,3,31,pull,shift,0.71411,0.60014,-1,1.31876,1.57226,0.56259,0.20631,0.22758,0.01934,sliding_box,0.26191
combined_hard_shift,3,32,rotate,shift,0.72119,0.55980,-1,0.68695,1.59806,0.40040,0.20142,0.20472,0.02598,round_handle,0.27662
combined_hard_shift,3,33,lift,shift,1.37952,0.53199,-1,0.69649,0.52242,0.65610,0.26483,0.22085,0.01869,round_handle,0.67190
combined_hard_shift,3,34,place,shift,1.37260,0.29719,-1,1.36698,0.54874,0.35732,0.23529,0.26862,0.03399,small_cup,0.62178
combined_hard_shift,3,35,handoff,shift,1.28721,0.25587,-1,1.37095,1.72587,0.55868,0.22419,0.23741,0.02427,small_cup,0.32117
combined_hard_shift,3,36,push,shift,0.71954,0.26048,-1,1.41884,1.67577,0.48971,0.23579,0.23058,0.02583,sliding_box,0.30844
combined_hard_shift,3,37,pull,shift,0.71732,0.26830,1,1.30231,0.64190,0.36397,0.22018,0.14332,0.02367,sliding_box,0.67280
combined_hard_shift,3,38,rotate,shift,1.34757,0.29841,-1,1.31094,1.74454,0.67654,0.15102,0.17259,0.03330,round_handle,0.26430
combined_hard_shift,3,39,lift,shift,0.66019,0.55531,1,0.63513,1.68419,0.37119,0.14273,0.23722,0.03833,round_handle,0.21627
combined_hard_shift,3,40,place,shift,1.41174,0.30186,-1,1.30331,1.51420,0.61332,0.16579,0.16156,0.03058,small_cup,0.31916
combined_hard_shift,3,41,handoff,shift,0.66912,0.23870,1,1.29384,0.48203,0.44105,0.19470,0.12050,0.01863,small_cup,0.68564
seen_morphology_clean,4,0,push,seen,1.02422,0.37546,1,0.97699,1.01806,0.16174,0.02934,0.01321,0.00970,cart,0.43335
seen_morphology_clean,4,1,pull,seen,0.94562,0.41531,1,1.04960,1.13852,0.21265,0.02636,0.00528,0.01029,sliding_tray,0.39148
seen_morphology_clean,4,2,rotate,seen,1.02627,0.40391,1,0.98759,0.99031,0.05316,0.05520,0.02486,0.00959,jar_lid,0.42859
seen_morphology_clean,4,3,lift,seen,1.01696,0.38266,-1,0.99439,1.14972,0.17105,0.05946,0.01386,0.00595,tool,0.40041
seen_morphology_clean,4,4,place,seen,0.95036,0.42650,-1,0.99525,1.09484,0.24773,0.07291,0.03434,0.00769,cup_to_bowl,0.39065
seen_morphology_clean,4,5,handoff,seen,1.00111,0.33086,-1,0.99468,0.99598,0.17543,0.01630,0.04599,0.00947,part_handoff,0.43468
seen_morphology_clean,4,6,push,seen,1.03516,0.37702,1,1.00490,1.08870,0.19028,0.04712,0.04342,0.01102,sliding_box,0.39182
seen_morphology_clean,4,7,pull,seen,0.95817,0.40056,1,0.99615,1.04746,0.21542,0.04466,0.04604,0.00830,sliding_tray,0.44432
seen_morphology_clean,4,8,rotate,seen,1.12470,0.35080,-1,0.96026,0.85236,0.17138,0.04675,0.00990,0.00601,valve,0.52274
seen_morphology_clean,4,9,lift,seen,1.10993,0.38361,-1,0.92187,1.05992,0.23455,0.07646,0.01989,0.01119,tool,0.45153
seen_morphology_clean,4,10,place,seen,1.03633,0.43974,-1,1.01024,0.84725,0.15166,0.02206,0.05240,0.00848,peg_to_slot,0.52333
seen_morphology_clean,4,11,handoff,seen,1.04104,0.37294,1,1.02202,1.12220,0.19033,0.00545,0.00911,0.00445,part_handoff,0.39225
seen_morphology_clean,4,12,push,seen,0.96125,0.35049,1,0.99792,0.95109,0.14264,0.03315,0.01453,0.00728,cart,0.47963
seen_morphology_clean,4,13,pull,seen,0.84052,0.40851,1,1.04457,1.11685,0.18911,0.04956,0.01169,0.00573,drawer_handle,0.39596
seen_morphology_clean,4,14,rotate,seen,0.99974,0.42952,1,1.03292,1.01517,0.21224,0.05356,0.03658,0.00545,valve,0.43621
seen_morphology_clean,4,15,lift,seen,0.96086,0.41055,-1,0.99607,0.98329,0.27701,0.02501,0.05225,0.00469,block,0.43556
seen_morphology_clean,4,16,place,seen,1.05140,0.42384,-1,1.01249,1.01107,0.16290,0.05868,0.03410,0.00445,block_to_bin,0.43066
seen_morphology_clean,4,17,handoff,seen,0.96131,0.42125,-1,1.01953,0.95578,0.15424,0.07333,0.02501,0.00746,cup_handoff,0.47348
seen_morphology_clean,4,18,push,seen,1.06070,0.39398,1,0.92196,1.03765,0.23057,0.02888,0.03945,0.01077,cart,0.44310
seen_morphology_clean,4,19,pull,seen,1.06131,0.41314,-1,1.03010,1.09127,0.14852,0.05617,0.04192,0.00961,sliding_tray,0.40593
seen_morphology_clean,4,20,rotate,seen,1.02116,0.42487,-1,0.99897,0.93057,0.17521,0.03823,0.05150,0.00874,valve,0.46592
seen_morphology_clean,4,21,lift,seen,1.00391,0.40863,1,1.02899,1.03847,0.28604,0.05911,0.05955,0.01172,block,0.43540
seen_morphology_clean,4,22,place,seen,1.04278,0.38500,1,0.97620,1.00961,0.22224,0.00057,0.02003,0.00759,cup_to_bowl,0.43243
seen_morphology_clean,4,23,handoff,seen,1.03513,0.39170,-1,1.05222,1.03741,0.15651,0.07952,0.05926,0.00961,part_handoff,0.44415
seen_morphology_clean,4,24,push,seen,0.97511,0.41039,-1,0.96048,1.10964,0.12907,0.06588,0.05035,0.00524,sliding_box,0.38754
seen_morphology_clean,4,25,pull,seen,0.92910,0.39996,-1,1.03418,0.99325,0.26804,0.04427,0.00626,0.01122,sliding_tray,0.43447
seen_morphology_clean,4,26,rotate,seen,1.00442,0.39871,-1,1.00754,0.91537,0.16952,0.01651,0.01806,0.00702,jar_lid,0.47911
seen_morphology_clean,4,27,lift,seen,1.04920,0.45080,1,1.02635,0.93532,0.11478,0.01734,0.03809,0.00759,tool,0.47668
seen_morphology_clean,4,28,place,seen,1.01158,0.40062,-1,0.98402,1.08314,0.13357,0.03847,0.01163,0.00459,cup_to_bowl,0.40072
seen_morphology_clean,4,29,handoff,seen,1.02101,0.41185,-1,1.05221,1.03100,0.17234,0.06475,0.03254,0.00648,part_handoff,0.43914
seen_morphology_clean,4,30,push,seen,1.06741,0.43562,1,0.97607,1.02993,0.25001,0.04764,0.02266,0.01091,cart,0.42480
seen_morphology_clean,4,31,pull,seen,1.02318,0.36235,-1,1.00707,1.02072,0.19930,0.03888,0.03323,0.00661,tethered_box,0.43777
seen_morphology_clean,4,32,rotate,seen,1.00134,0.40245,1,0.98856,1.01427,0.19299,0.04846,0.02482,0.01153,valve,0.44677
seen_morphology_clean,4,33,lift,seen,0.95739,0.41316,-1,0.97857,1.06698,0.18267,0.01127,0.03982,0.00462,tool,0.39508
seen_morphology_clean,4,34,place,seen,0.95664,0.40586,-1,0.95226,0.96036,0.07201,0.06961,0.03172,0.01105,cup_to_bowl,0.49034
seen_morphology_clean,4,35,handoff,seen,0.94547,0.36888,1,1.01081,1.00028,0.15574,0.03283,0.04470,0.01120,tool_handoff,0.44372
seen_morphology_clean,4,36,push,seen,0.97042,0.37397,1,0.97437,0.99086,0.14278,0.03994,0.04660,0.00594,cart,0.43721
seen_morphology_clean,4,37,pull,seen,1.08913,0.38444,-1,0.94546,1.01167,0.12171,0.04874,0.04120,0.00454,sliding_tray,0.43244
seen_morphology_clean,4,38,rotate,seen,1.08882,0.41779,-1,0.99049,1.02578,0.09068,0.01940,0.05468,0.00722,valve,0.42839
seen_morphology_clean,4,39,lift,seen,1.00040,0.41993,1,0.97995,1.15843,0.14268,0.06818,0.03293,0.00678,mug,0.39149
seen_morphology_clean,4,40,place,seen,0.97360,0.42175,1,1.07330,0.96183,0.24837,0.04112,0.05315,0.00913,peg_to_slot,0.47481
seen_morphology_clean,4,41,handoff,seen,1.00539,0.40721,-1,0.94262,1.07882,0.14428,0.06243,0.04021,0.00677,tool_handoff,0.42967
style_shift_same_intent,4,0,push,seen,1.03187,0.43663,1,0.98373,0.53764,0.50968,0.11198,0.10926,0.01086,cart,0.67962
style_shift_same_intent,4,1,pull,seen,1.00617,0.39372,1,1.00880,0.51435,0.55749,0.20229,0.04384,0.01074,drawer_handle,0.67955
style_shift_same_intent,4,2,rotate,seen,0.98430,0.40104,1,1.03130,1.52569,0.38203,0.14592,0.09193,0.01541,jar_lid,0.33669
style_shift_same_intent,4,3,lift,seen,0.93914,0.42294,-1,0.96433,0.58452,0.33454,0.08897,0.11933,0.02374,mug,0.64026
style_shift_same_intent,4,4,place,seen,0.92492,0.35921,-1,0.94897,1.52910,0.49542,0.13202,0.05002,0.01175,block_to_bin,0.29440
style_shift_same_intent,4,5,handoff,seen,1.05734,0.39919,1,0.93837,0.57341,0.51307,0.11243,0.03995,0.01733,tool_handoff,0.66117
style_shift_same_intent,4,6,push,seen,0.94393,0.41872,-1,0.99409,0.59210,0.43751,0.12136,0.03195,0.01038,box,0.69287
style_shift_same_intent,4,7,pull,seen,1.01471,0.38091,-1,0.97682,0.57339,0.46114,0.10466,0.09297,0.02499,sliding_tray,0.68307
style_shift_same_intent,4,8,rotate,seen,1.02754,0.40570,-1,0.98174,1.65740,0.52398,0.14971,0.08783,0.02380,knob,0.32341
style_shift_same_intent,4,9,lift,seen,0.93158,0.42626,1,1.00002,1.52399,0.25092,0.15862,0.05373,0.01490,tool,0.28775
style_shift_same_intent,4,10,place,seen,1.02165,0.45022,1,1.01226,1.42729,0.50541,0.08724,0.11383,0.01292,cup_to_bowl,0.31421
style_shift_same_intent,4,11,handoff,seen,1.01247,0.40245,1,0.99021,1.62301,0.46624,0.15918,0.09695,0.02465,part_handoff,0.31568
style_shift_same_intent,4,12,push,seen,0.92637,0.40686,-1,1.01831,0.60981,0.36424,0.13809,0.04809,0.02066,cart,0.67064
style_shift_same_intent,4,13,pull,seen,0.97397,0.40955,1,0.92394,1.54792,0.37598,0.21853,0.09481,0.01728,drawer_handle,0.33416
style_shift_same_intent,4,14,rotate,seen,1.03607,0.46614,1,1.00837,0.60839,0.44858,0.17362,0.11169,0.02178,knob,0.68206
style_shift_same_intent,4,15,lift,seen,1.01423,0.36640,-1,1.00116,1.65525,0.51486,0.12913,0.10196,0.01430,block,0.29258
style_shift_same_intent,4,16,place,seen,1.05100,0.40588,1,1.05720,1.48580,0.22864,0.15409,0.04798,0.01142,block_to_bin,0.30462
style_shift_same_intent,4,17,handoff,seen,1.00119,0.39527,-1,1.00678,0.59427,0.41363,0.15185,0.08155,0.01886,cup_handoff,0.68196
style_shift_same_intent,4,18,push,seen,0.98712,0.43067,-1,1.01525,0.60355,0.42622,0.21303,0.11688,0.01191,sliding_box,0.68075
style_shift_same_intent,4,19,pull,seen,0.96575,0.38732,1,0.98331,0.58502,0.45068,0.15977,0.09309,0.01453,tethered_box,0.71569
style_shift_same_intent,4,20,rotate,seen,1.08426,0.40507,1,1.02154,0.53291,0.37978,0.16932,0.07133,0.02022,valve,0.69980
style_shift_same_intent,4,21,lift,seen,0.92674,0.35740,1,0.99464,0.61576,0.56084,0.08739,0.11975,0.01525,block,0.68313
style_shift_same_intent,4,22,place,seen,1.01646,0.43181,1,1.02510,1.55910,0.41925,0.15676,0.04882,0.02068,block_to_bin,0.28897
style_shift_same_intent,4,23,handoff,seen,0.96794,0.41828,1,1.03915,0.62126,0.47921,0.18332,0.08607,0.01225,tool_handoff,0.69579
style_shift_same_intent,4,24,push,seen,1.02056,0.36609,1,1.03224,0.46524,0.53538,0.14011,0.05459,0.02088,box,0.66951
style_shift_same_intent,4,25,pull,seen,1.04590,0.42185,-1,1.00875,0.47297,0.53209,0.16754,0.05753,0.02454,sliding_tray,0.68677
style_shift_same_intent,4,26,rotate,seen,0.97187,0.39010,-1,1.07031,1.53353,0.34551,0.18275,0.04502,0.02349,valve,0.33253
style_shift_same_intent,4,27,lift,seen,0.93289,0.43051,-1,0.98091,1.61783,0.70868,0.20670,0.05644,0.01233,tool,0.31363
style_shift_same_intent,4,28,place,seen,0.97152,0.39696,1,1.01358,0.70914,0.57838,0.20373,0.04924,0.01679,peg_to_slot,0.66644
style_shift_same_intent,4,29,handoff,seen,1.03815,0.43750,-1,0.98553,1.73130,0.41851,0.18826,0.06644,0.02371,cup_handoff,0.30933
style_shift_same_intent,4,30,push,seen,0.98480,0.40329,-1,1.00633,1.48653,0.57491,0.13506,0.11332,0.01038,box,0.29430
style_shift_same_intent,4,31,pull,seen,1.06242,0.41977,1,0.99286,1.45729,0.62278,0.12836,0.08152,0.01374,sliding_tray,0.30625
style_shift_same_intent,4,32,rotate,seen,0.98077,0.41523,-1,1.00336,1.59031,0.33670,0.08743,0.04982,0.01776,jar_lid,0.34437
style_shift_same_intent,4,33,lift,seen,1.01806,0.43492,-1,1.00168,1.34939,0.43730,0.17723,0.10688,0.02282,mug,0.36703
style_shift_same_intent,4,34,place,seen,0.95396,0.46939,-1,1.00704,1.40266,0.45245,0.13567,0.05965,0.01749,block_to_bin,0.30375
style_shift_same_intent,4,35,handoff,seen,0.99012,0.40364,-1,0.99591,1.55928,0.45860,0.16501,0.05399,0.02045,part_handoff,0.28517
style_shift_same_intent,4,36,push,seen,1.06433,0.40753,-1,0.98438,1.34288,0.53288,0.08832,0.11397,0.01471,sliding_box,0.34355
style_shift_same_intent,4,37,pull,seen,0.96897,0.37853,1,0.97325,1.58056,0.66694,0.18585,0.11070,0.01653,drawer_handle,0.29542
style_shift_same_intent,4,38,rotate,seen,0.95297,0.39670,1,1.04353,0.57511,0.49540,0.21051,0.03366,0.02385,knob,0.66270
style_shift_same_intent,4,39,lift,seen,0.97609,0.35887,1,0.97498,0.64042,0.40141,0.09924,0.08013,0.01847,block,0.66963
style_shift_same_intent,4,40,place,seen,1.01088,0.40816,-1,1.01055,0.55360,0.42995,0.16300,0.03873,0.02497,peg_to_slot,0.67271
style_shift_same_intent,4,41,handoff,seen,1.03035,0.38214,-1,1.04300,1.43317,0.51828,0.08525,0.10950,0.01440,cup_handoff,0.28529
morphology_shift,4,0,push,shift,0.68533,0.30049,1,1.32676,1.04447,0.18609,0.04768,0.03249,0.00559,cart,0.44164
morphology_shift,4,1,pull,shift,0.69593,0.54187,-1,1.28702,0.96323,0.19846,0.01846,0.00451,0.00549,tethered_box,0.48032
morphology_shift,4,2,rotate,shift,1.28566,0.54901,1,0.76597,1.18237,0.22966,0.04724,0.04922,0.01132,knob,0.37577
